Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
ZVSA,Nasdaq,"ZyVersa Therapeutics, Inc.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,67%,,,,https://investors.zyversa.com/ir-resources/contact-ir,0%,,,,0%,22%,1859007,,,✔,2023-09-04 03:29:35,,,,
ZWS,NYSE,Zurn Elkay Water Solutions Corp,,,,,0%,,(414) 223-7770,,https://investors.zurn-elkay.com/resources/information-request-form/default.aspx,33%,"177,750,000",98983L108,,100%,44%,1439288,,,✔,2023-09-04 03:29:17,,,,
ZYBT,Nasdaq,Zhengye Biotechnology Holding Ltd,,,,,0%,,,,,0%,,,,0%,0%,1975641,,,,,,,,
ZYME,Nasdaq,Zymeworks Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.sec.gov/Archives/edgar/data/1937653/000119312522292281/d374691ddef14a.htm,100%,ir@zymeworks.com,(604) 678-1388,"Zymeworks Inc. 114 East 4th Avenue, Suite 800 Vancouver BC, Canada V5T 1G4","https://ir.zymeworks.com/investor-info/investor-faqs/#:~:text=You%20can%20submit%20questions%20to,via%20the%20Contact%20Us%20page.",100%,"61,680,000",98985W102,,100%,100%,1937653,,,,2023-12-06 19:39:59,,,,
ZYNE,Nasdaq,Zynerba Pharmaceuticals Inc,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1621443/000110465922049257/tm223640-1_def14a.htm,100%,peter.vozzo@westwicke.com,(443) 213-0505,"80 W. Lancaster Avenue, Suite 300 Devon, PA 19333",https://ir.zynerba.com/investor-contacts,100%,"45,750,000",98986X109,,100%,100%,1621443,,,,2023-12-06 19:39:58,,,,
ZYXI,Nasdaq,ZYNEX INC,"Colonial Stock Transfer Company, Inc.",,7918,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,ir@zynex.com,,"Investor Relations Counsel 650 Fifth Ave., Suite 2720 New York, NY 10019",https://zynexmed.investorroom.com/,67%,"38,410,000",98986M103,,100%,78%,846475,,,,2023-12-22 03:05:30,,,,
ZZLL,OTC,"ZZLL INFORMATION TECHNOLOGY, INC",,,,,0%,,,,,0%,,,,0%,0%,1365357,,,,,,,,
ZBAI,Nasdaq,ATIF Holdings Ltd,,,,,,,,,,,,,,,,1755058,,,,,,,,
ZGM,,Zenta Group Co Ltd,,,,,,,,,,,,,,,,2011458,,,,,,,,
ZRCN,OTC,ZRCN Inc.,,,,,,,,,,,,,,,,1901297,,,,,,,,
ZOMDF,OTC,Zomedica Corp.,,,,,,,,,,,,,,,,1684144,,,,,,,,
ZNKKY,OTC,"ZENKOKU HOSHO Co., Ltd./ADR",,,,,,,,,,,,,,,,1705455,,,,,,,,
ZNKUF,OTC,"ZENKOKU HOSHO Co., Ltd./ADR",,,,,,,,,,,,,,,,1705455,,,,,,,,
ZHIHF,OTC,Zhihu Inc.,,,,,,,,,,,,,,,,1835724,,,,,,,,
